CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_comercio;roubo_residencia;roubo_veiculo;roubo_carga;roubo_transeunte;roubo_em_coletivo;roubo_banco;roubo_cx_eletronico;roubo_celular;roubo_conducao_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;recuperacao_veiculos;cump_mandado_prisao;prisoes;grp;apf_cmp;apreensoes;gaai;aaapai_cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;indicador_letalidade;indicador_roubo_rua;indicador_roubo_veic;registro_ocorrencias;fase
52;8;2009;2009m8;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;0;2;75;4;1;45;4;1;46;3;157;12;0;0;41;0;;24;288;47;;182;229;0;0;0;53;2;39;41;17;;;0;;;91;5;0;0;0;0;2;210;46;1008;3
53;8;2009;2009m8;20;3;Mesquita;3302858;Baixada Fluminense;7;0;0;0;5;83;5;1;22;2;2;24;1;73;12;0;1;9;0;;9;133;14;;59;73;0;0;0;18;5;9;4;9;;;0;;;51;6;0;0;0;0;7;94;24;522;3
54;8;2009;2009m8;40;3;Belford Roxo;3300456;Baixada Fluminense;17;0;0;3;13;98;4;1;78;4;0;41;5;120;7;0;;5;0;;16;198;29;;96;125;0;3;0;20;12;28;33;62;;;8;;;81;11;2;0;0;0;20;132;41;818;3
55;8;2009;2009m8;24;3;Queimados;3304144;Baixada Fluminense;4;0;0;0;2;105;3;1;25;2;1;3;0;18;0;0;0;0;0;;4;28;12;;57;69;0;0;0;6;5;7;11;8;;;0;;;57;5;0;0;0;0;4;18;3;365;3
56;8;2009;2009m8;20;3;Nova Iguaçu;3303500;Baixada Fluminense;12;0;0;0;4;72;12;7;32;3;0;39;0;69;6;0;0;1;0;;12;130;9;;42;51;0;0;0;8;7;6;12;46;;;10;;;74;5;1;0;0;0;12;76;39;487;3
57;8;2009;2009m8;20;3;Nilópolis;3303203;Baixada Fluminense;2;0;2;0;5;59;17;1;24;5;0;22;1;116;6;0;0;6;0;;10;166;26;;96;122;0;2;0;20;3;18;14;13;;;3;;;56;3;0;0;0;0;4;128;22;554;3
58;8;2009;2009m8;20;3;Nova Iguaçu;3303500;Baixada Fluminense;12;0;1;0;7;116;9;2;52;5;1;49;0;82;9;0;0;5;0;;8;159;34;;106;140;0;0;0;13;5;5;11;13;;;0;;;116;11;1;0;0;0;13;96;49;714;3
59;8;2009;2009m8;15;3;Duque de Caxias;3301702;Baixada Fluminense;25;0;1;8;3;193;3;5;112;8;4;103;14;301;44;0;0;38;1;;74;587;47;;319;366;0;2;0;71;9;92;36;42;;;0;;;195;10;0;0;0;0;34;383;103;1844;3
60;8;2009;2009m8;15;3;Duque de Caxias;3301702;Baixada Fluminense;14;0;0;3;2;111;4;8;46;6;0;48;1;48;16;0;0;7;0;;7;133;21;;84;105;0;1;0;10;3;11;4;9;;;0;;;76;7;0;0;0;0;17;71;48;618;3
61;8;2009;2009m8;15;3;Duque de Caxias;3301702;Baixada Fluminense;0;0;0;0;3;26;0;2;11;0;0;6;0;13;0;0;0;0;0;;0;19;2;;29;31;0;0;0;3;0;1;8;1;;;0;;;23;0;2;0;0;0;0;13;6;147;3
62;8;2009;2009m8;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;1;7;9;58;7;3;21;3;0;20;0;32;15;0;0;2;0;;5;77;7;;38;45;0;0;0;6;14;12;12;44;;;8;;;42;4;1;0;0;0;12;49;20;346;3
63;8;2009;2009m8;24;3;Japeri;3302270;Baixada Fluminense;1;0;1;0;0;38;4;0;13;1;0;0;0;5;0;0;0;0;0;;2;8;0;;22;22;0;0;0;3;6;1;9;4;;;0;;;31;3;0;0;0;0;2;5;0;146;3
64;8;2009;2009m8;21;3;São João de Meriti;3305109;Baixada Fluminense;18;0;0;0;3;246;8;3;92;7;1;80;11;192;27;0;0;18;0;;36;372;42;;150;192;0;1;0;48;2;49;22;35;;;1;;;159;9;0;0;0;0;18;237;80;1396;3
65;8;2009;2009m8;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;4;0;0;0;4;78;3;5;38;2;1;9;1;5;0;0;0;0;0;;4;22;1;;52;53;0;0;0;13;6;10;12;15;;;1;;;65;2;0;0;0;0;4;5;9;330;3
66;8;2009;2009m8;34;3;Magé;3302502;Baixada Fluminense;1;0;0;0;3;65;2;2;26;0;0;7;0;13;2;0;0;0;0;;4;26;4;;46;50;0;1;0;8;6;4;9;29;;;2;;;37;6;1;0;0;0;1;15;7;299;3
71;8;2009;2009m8;35;4;"Itaboraí;Tanguá";9999983;Interior;8;0;0;0;6;83;7;10;38;5;6;15;2;57;10;0;0;1;0;;4;100;20;;99;119;0;3;0;16;13;13;18;26;;;3;;;70;7;0;0;0;0;8;68;15;569;3
72;8;2009;2009m8;7;4;São Gonçalo;3304904;Grande Niterói;4;0;0;1;7;112;4;1;31;8;2;40;8;97;7;0;0;5;0;;19;186;20;;111;131;0;0;0;24;6;62;12;5;;;0;;;120;6;0;0;0;0;5;109;40;833;3
73;8;2009;2009m8;7;4;São Gonçalo;3304904;Grande Niterói;10;0;0;0;4;63;2;1;34;4;1;30;2;86;13;0;0;9;0;;5;150;9;;94;103;0;1;0;10;4;12;23;10;;;2;;;84;2;0;0;0;0;10;108;30;527;3
74;8;2009;2009m8;7;4;São Gonçalo;3304904;Grande Niterói;23;0;0;0;2;122;5;9;51;20;2;49;3;185;19;0;0;15;0;;26;319;28;;221;249;0;3;0;32;3;19;24;37;;;5;;;117;2;0;0;0;0;23;219;49;1041;3
75;8;2009;2009m8;7;4;São Gonçalo;3304904;Grande Niterói;10;0;0;0;1;35;8;3;28;4;0;12;0;36;8;0;0;2;0;;5;67;11;;30;41;0;1;0;5;2;3;0;0;;;0;;;53;3;0;0;0;0;10;46;12;298;3
76;8;2009;2009m8;12;4;Niterói;3303302;Grande Niterói;1;0;0;0;3;40;3;1;45;4;2;12;8;105;9;0;0;15;0;;9;164;38;;269;307;0;0;1;41;5;26;14;10;;;0;;;66;5;1;0;0;0;1;129;12;851;3
