address,living_area,plot_size,price,rooms,url
Mercatorstraat 97 H 1056 RB Amsterdam,56,,"€ 350,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40083709-mercatorstraat-97-h/?navigateSource=resultlist
Nieuwpoortstraat 86 D15 1055 RZ Amsterdam,82,,"€ 498,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40080739-nieuwpoortstraat-86-d15/?navigateSource=resultlist
Hermanus Coenradistraat 2 I 1063 XR Amsterdam,49,,"€ 225,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40089321-hermanus-coenradistraat-2-i/?navigateSource=resultlist
Bellamystraat 78 A 1053 BP Amsterdam,93,,"€ 795,000 v.o.n.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40089189-bellamystraat-78-a/?navigateSource=resultlist
Tommaso Albinonistraat 40 1083 HM Amsterdam,113,,"€ 575,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40089058-tommaso-albinonistraat-40/?navigateSource=resultlist
Bellamystraat 76 A 1053 BP Amsterdam,94,,"€ 795,000 v.o.n.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40089044-bellamystraat-76-a/?navigateSource=resultlist
Strackéstraat 119 1067 KV Amsterdam,64,,"€ 269,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40088120-strackestraat-119/?navigateSource=resultlist
Postjesweg 213 1062 JN Amsterdam,69,,"€ 325,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40087253-postjesweg-213/?navigateSource=resultlist
Czaar Peterstraat 72 F 1018 PR Amsterdam,75,,"€ 435,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40087701-czaar-peterstraat-72-f/?navigateSource=resultlist
Saskia van Uijlenburgkade 139 1058 GA Amsterdam,97,,"€ 575,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40087653-saskia-van-uijlenburgkade-139/?navigateSource=resultlist
Katwijkstraat 20 II 1059 XP Amsterdam,53,,"€ 350,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40087609-katwijkstraat-20-ii/?navigateSource=resultlist
Wijsmullerstraat 34 III 1058 JK Amsterdam,53,,"€ 399,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40086225-wijsmullerstraat-34-iii/?navigateSource=resultlist
Kikkenstein 3643 1104 TV Amsterdam,80,,"€ 225,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40085091-kikkenstein-3643/?navigateSource=resultlist
Jacob Obrechtstraat 71 huis 1071 KJ Amsterdam,270,,"€ 1,700,000 k.k.",7,https://www.funda.nl/en/koop/amsterdam/appartement-40085946-jacob-obrechtstraat-71-huis/?navigateSource=resultlist
Oostenburgerpark 78 1018 HT Amsterdam,71,,"€ 370,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40074291-oostenburgerpark-78/?navigateSource=resultlist
Derde Oosterparkstraat 113 2 1092 CS Amsterdam,55,,"€ 369,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-86438145-derde-oosterparkstraat-113-2/?navigateSource=resultlist
Knollendamstraat 2 3 1013 TN Amsterdam,70,,"€ 385,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86438082-knollendamstraat-2-3/?navigateSource=resultlist
Chasséstraat 46 II 1057 JH Amsterdam,67,,"€ 425,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40073780-chassestraat-46-ii/?navigateSource=resultlist
Radioweg 46 1 1098 NJ Amsterdam,111,,"€ 730,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-86436967-radioweg-46-1/?navigateSource=resultlist
Keizersgracht 333 C 1016 EG Amsterdam,134,,"€ 800,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40072276-keizersgracht-333-c/?navigateSource=resultlist
Joos de Moorstraat 23 hs 1056 TV Amsterdam,74,,"€ 525,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40071245-joos-de-moorstraat-23-hs/?navigateSource=resultlist
Marco Polostraat 39 H 1057 WD Amsterdam,53,,"€ 325,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40071420-marco-polostraat-39-h/?navigateSource=resultlist
Obiplein 9 1094 RB Amsterdam,76,,"€ 350,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40079442-obiplein-9/?navigateSource=resultlist
Gustav Mahlerplein 175 1082 MS Amsterdam,86,,"€ 650,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40078919-gustav-mahlerplein-175/?navigateSource=resultlist
Arent Janszoon Ernststraat 216 1082 LT Amsterdam,81,,"€ 425,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40076037-arent-janszoon-ernststraat-216/?navigateSource=resultlist
Biesboschstraat 70 huis 1078 MZ Amsterdam,76,,"€ 580,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40064670-biesboschstraat-70-huis/?navigateSource=resultlist
Albert Luthulistraat 11 C 1091 NP Amsterdam,41,,"€ 265,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-86426589-albert-luthulistraat-11-c/?navigateSource=resultlist
Oranje-Vrijstaatplein 36 1093 NG Amsterdam,81,,"€ 425,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40060855-oranje-vrijstaatplein-36/?navigateSource=resultlist
Smederij 2 1021 NG Amsterdam,54,,"€ 378,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40060603-smederij-2/?navigateSource=resultlist
Roetersstraat 14 huis 1018 WD Amsterdam,70,,"€ 449,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40060434-roetersstraat-14-huis/?navigateSource=resultlist
Brouwersgracht 136 A 1013 HA Amsterdam,118,,"€ 985,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-86423265-brouwersgracht-136-a/?navigateSource=resultlist
Brouwersgracht 138 A 1013 HA Amsterdam,124,,"€ 985,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86423261-brouwersgracht-138-a/?navigateSource=resultlist
Valkenburgerstraat 186 N 1011 NC Amsterdam,125,,"€ 695,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40052970-valkenburgerstraat-186-n/?navigateSource=resultlist
De Boelelaan 299 1082 RD Amsterdam,68,,"€ 275,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40052420-de-boelelaan-299/?navigateSource=resultlist
Weteringschans 185 1 1017 XE Amsterdam,142,,"€ 875,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40923334-weteringschans-185-1/?navigateSource=resultlist
Haarlemmerweg 493 A 1055 PK Amsterdam,69,,"€ 375,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40914142-haarlemmerweg-493-a/?navigateSource=resultlist
Hogevecht 271 1102 HN Amsterdam,65,,"€ 195,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40900642-hogevecht-271/?navigateSource=resultlist
Oostenburgervoorstraat 47 D 1018 MN Amsterdam,112,,"€ 850,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40983286-oostenburgervoorstraat-47-d/?navigateSource=resultlist
Oostenburgervoorstraat 47 D* 1018 MN Amsterdam,112,,"€ 910,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40983713-oostenburgervoorstraat-47-d/?navigateSource=resultlist
Leidsegracht 115 H 1017 ND Amsterdam,72,,"€ 575,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40981322-leidsegracht-115-h/?navigateSource=resultlist
Hondiusstraat 10 I 1056 DK Amsterdam,48,,"€ 285,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40987236-hondiusstraat-10-i/?navigateSource=resultlist
Keizersgracht 367 D 1016 EJ Amsterdam,146,,"€ 1,295,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40974319-keizersgracht-367-d/?navigateSource=resultlist
Willem van Weldammelaan 125 1082 KT Amsterdam,197,,"€ 1,295,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40841836-willem-van-weldammelaan-125/?navigateSource=resultlist
Fritz Dietrich Kahlenbergstraat 36 1087 MS Amsterdam,118,,"€ 570,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40849963-fritz-dietrich-kahlenbergstraat-36/?navigateSource=resultlist
De Lairessestraat 90 /3 R 1071 PJ Amsterdam,208,,"€ 2,950,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40846874-de-lairessestraat-90-3-r/?navigateSource=resultlist
Derde Kostverlorenkade 20 H+1+2 1054 TP Amsterdam,167,,"€ 1,075,000 k.k.",7,https://www.funda.nl/en/koop/amsterdam/appartement-40836018-derde-kostverlorenkade-20-h-1-2/?navigateSource=resultlist
De Wittenkade 140 I 1051 AM Amsterdam,54,,"€ 350,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40892920-de-wittenkade-140-i/?navigateSource=resultlist
Grubbehoeve 726 1103 GZ Amsterdam,70,,"€ 195,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86469706-grubbehoeve-726/?navigateSource=resultlist
Oostelijke Handelskade 24 1 1019 BM Amsterdam,146,,"€ 725,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40989255-oostelijke-handelskade-24-1/?navigateSource=resultlist
Visseringstraat 21 C 1051 KH Amsterdam,117,,"€ 600,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86211822-visseringstraat-21-c/?navigateSource=resultlist
Pyreneeën 9 1060 NP Amsterdam,200,141,"€ 695,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-86381479-pyreneeen-9/?navigateSource=resultlist
Paradijsappelstraat 15 1036 LL Amsterdam,115,115,"€ 480,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-40092988-paradijsappelstraat-15/?navigateSource=resultlist
Arent Janszoon Ernststraat 200 1082 LT Amsterdam,132,132,"€ 850,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/huis-40092741-arent-janszoon-ernststraat-200/?navigateSource=resultlist
Wethouder Wierdelsstraat 66 1107 DL Amsterdam,102,130,"€ 295,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-40097256-wethouder-wierdelsstraat-66/?navigateSource=resultlist
Sontvaarderstraat 9 1034 BG Amsterdam,134,100,"€ 570,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-86447226-sontvaarderstraat-9/?navigateSource=resultlist
Diepenbeekplantsoen 13 1066 KE Amsterdam,125,119,"€ 425,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-40087576-diepenbeekplantsoen-13/?navigateSource=resultlist
EGoli 41 1103 AC Amsterdam,156,194,"€ 449,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/huis-40074151-egoli-41/?navigateSource=resultlist
Schubertstraat 45 1077 GR Amsterdam,306,627,"€ 3,700,000 k.k.",8,https://www.funda.nl/en/koop/amsterdam/huis-40078732-schubertstraat-45/?navigateSource=resultlist
Balearenlaan 72 1060 TL Amsterdam,171,142,"€ 629,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-40077168-balearenlaan-72/?navigateSource=resultlist
Mijehof 329 1106 HJ Amsterdam,131,142,"€ 349,500 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-40077830-mijehof-329/?navigateSource=resultlist
Pyreneeën 79 1060 NP Amsterdam,199,190,"€ 725,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/huis-40061284-pyreneeen-79/?navigateSource=resultlist
Boerensteeg 9 1012 CC Amsterdam,160,205,"€ 1,875,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/huis-86381221-boerensteeg-9/?navigateSource=resultlist
Valkenburgerstraat 138 E 1011 NA Amsterdam,246,246,"€ 2,250,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-86370321-valkenburgerstraat-138-e/?navigateSource=resultlist
Hebridenlaan 47 1060 LT Amsterdam,168,152,"€ 595,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/huis-40907673-hebridenlaan-47/?navigateSource=resultlist
Sint Nicolaasstraat 44 1012 NK Amsterdam,156,52,"€ 950,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/huis-40999174-sint-nicolaasstraat-44/?navigateSource=resultlist
Nieuwezijds Voorburgwal 284 1012 RT Amsterdam,505,235,"€ 3,450,000 k.k.",10,https://www.funda.nl/en/koop/amsterdam/huis-40836929-nieuwezijds-voorburgwal-284/?navigateSource=resultlist
Grimbergenstraat 7 1066 JT Amsterdam,112,122,"€ 375,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-40802926-grimbergenstraat-7/?navigateSource=resultlist
Waldeck Pyrmontlaan 26 1075 BX Amsterdam,494,242,"€ 3,975,000 k.k.",13,https://www.funda.nl/en/koop/amsterdam/huis-40800207-waldeck-pyrmontlaan-26/?navigateSource=resultlist
Osdorperweg 112 1066 EN Amsterdam,122,174,"€ 599,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/huis-40872751-osdorperweg-112/?navigateSource=resultlist
Lange Stammerdijk 28 1109 BN Amsterdam,283,"1,325","€ 925,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/huis-49127598-lange-stammerdijk-28/?navigateSource=resultlist
Veerstraat 13 H 1075 SL Amsterdam,93,,"€ 565,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86464681-veerstraat-13-h/?navigateSource=resultlist
Maasstraat 112 III 1078 HN Amsterdam,98,,"€ 650,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86464096-maasstraat-112-iii/?navigateSource=resultlist
Barentszplein 8 C 1013 NJ Amsterdam,144,,"€ 950,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40009265-barentszplein-8-c/?navigateSource=resultlist
Hoofdweg 393 II 1056 CS Amsterdam,57,,"€ 295,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40009442-hoofdweg-393-ii/?navigateSource=resultlist
Sportstraat 53 hs 1076 TT Amsterdam,51,,"€ 369,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40007715-sportstraat-53-hs/?navigateSource=resultlist
Joan Melchior Kemperstraat 38 I 1051 TS Amsterdam,39,,"€ 275,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40007677-joan-melchior-kemperstraat-38-i/?navigateSource=resultlist
Govert Flinckstraat 322 2 1073 CJ Amsterdam,128,,"€ 950,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40006545-govert-flinckstraat-322-2/?navigateSource=resultlist
Willemsparkweg 182 I 1071 HV Amsterdam,82,,"€ 650,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40092796-willemsparkweg-182-i/?navigateSource=resultlist
Palestrinastraat 24 H 1071 LG Amsterdam,207,,"€ 1,875,000 k.k.",8,https://www.funda.nl/en/koop/amsterdam/appartement-40092487-palestrinastraat-24-h/?navigateSource=resultlist
Kanaalstraat 67 A 1054 XA Amsterdam,35,,"€ 275,000 k.k.",1,https://www.funda.nl/en/koop/amsterdam/appartement-40091281-kanaalstraat-67-a/?navigateSource=resultlist
Blasiusstraat 96 D 1091 CX Amsterdam,44,,"€ 300,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40098291-blasiusstraat-96-d/?navigateSource=resultlist
Brouwersgracht 165 I 1015 GH Amsterdam,43,,"€ 495,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40098054-brouwersgracht-165-i/?navigateSource=resultlist
Granidastraat 60 I 1055 HN Amsterdam,50,,"€ 285,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86452373-granidastraat-60-i/?navigateSource=resultlist
Stadionkade 29 I 1077 VN Amsterdam,123,,"€ 945,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40097323-stadionkade-29-i/?navigateSource=resultlist
Ruimzicht 134 1068 CS Amsterdam,97,,"€ 350,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40096252-ruimzicht-134/?navigateSource=resultlist
Harry Koningsbergerstraat 274 1063 AL Amsterdam,31,,"€ 160,000 k.k.",1,https://www.funda.nl/en/koop/amsterdam/appartement-40096939-harry-koningsbergerstraat-274/?navigateSource=resultlist
Brouwersgracht 200 G 1013 HD Amsterdam,151,,"€ 995,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-86450040-brouwersgracht-200-g/?navigateSource=resultlist
Turnerstraat 30 -3 1076 VE Amsterdam,63,,"€ 395,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40095302-turnerstraat-30-3/?navigateSource=resultlist
Zaagmolenstraat 7 III 1052 HB Amsterdam,57,,"€ 300,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40095073-zaagmolenstraat-7-iii/?navigateSource=resultlist
Saskia van Uijlenburgkade 155 1058 GA Amsterdam,167,,"€ 950,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40095830-saskia-van-uijlenburgkade-155/?navigateSource=resultlist
Maria Austriastraat 18 1087 CJ Amsterdam,107,,"€ 435,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40095757-maria-austriastraat-18/?navigateSource=resultlist
Potgieterstraat 37 3 1053 XS Amsterdam,120,,"€ 800,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40095642-potgieterstraat-37-3/?navigateSource=resultlist
Eerste Atjehstraat 124 I en II 1094 KT Amsterdam,115,,"€ 725,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/appartement-40084267-eerste-atjehstraat-124-i-en-ii/?navigateSource=resultlist
Haarlemmerweg 205 3 1051 LD Amsterdam,95,,"€ 595,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40084424-haarlemmerweg-205-3/?navigateSource=resultlist
Eerste Tuindwarsstraat 8 hs 1015 RV Amsterdam,128,,"€ 750,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40081349-eerste-tuindwarsstraat-8-hs/?navigateSource=resultlist
Burmanstraat 26 -II 1091 SK Amsterdam,50,,"€ 350,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40081814-burmanstraat-26-ii/?navigateSource=resultlist
Transvaalkade 24 H 1092 JL Amsterdam,105,,"€ 575,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40081660-transvaalkade-24-h/?navigateSource=resultlist
Kermispad 95 1033 ZA Amsterdam,70,,"€ 255,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40080534-kermispad-95/?navigateSource=resultlist
Ekingenstraat 256 1069 GZ Amsterdam,70,,"€ 249,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40089337-ekingenstraat-256/?navigateSource=resultlist
Kempenlaan 119 1066 RB Amsterdam,66,,"€ 275,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40089096-kempenlaan-119/?navigateSource=resultlist
Overtoom 550 -1 1054 LM Amsterdam,81,,"€ 525,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40089425-overtoom-550-1/?navigateSource=resultlist
Nova Zemblastraat 2 D 1013 RK Amsterdam,152,,"€ 1,000,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40087309-nova-zemblastraat-2-d/?navigateSource=resultlist
Wittgensteinlaan 234 1062 KE Amsterdam,90,,"€ 350,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40087668-wittgensteinlaan-234/?navigateSource=resultlist
Jacob van Lennepkade 233 -BV 1054 ZR Amsterdam,111,,"€ 675,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40087404-jacob-van-lennepkade-233-bv/?navigateSource=resultlist
Keizersgracht 26 E 1015 CR Amsterdam,119,,"€ 975,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40086239-keizersgracht-26-e/?navigateSource=resultlist
Bronckhorststraat 9 -1 1071 WL Amsterdam,83,,"€ 550,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40086143-bronckhorststraat-9-1/?navigateSource=resultlist
Gaaspstraat 7 1 1079 VA Amsterdam,52,,"€ 345,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86440745-gaaspstraat-7-1/?navigateSource=resultlist
Grootzeil 107 1034 LS Amsterdam,57,,"€ 200,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-86440103-grootzeil-107/?navigateSource=resultlist
Piet Gijzenbrugstraat 8 II 1059 XH Amsterdam,87,,"€ 525,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40085049-piet-gijzenbrugstraat-8-ii/?navigateSource=resultlist
Lindengracht 33 -II 1015 KB Amsterdam,95,,"€ 669,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40085048-lindengracht-33-ii/?navigateSource=resultlist
Churchill-laan 148 /hs 1078 ER Amsterdam,148,,"€ 1,295,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40074957-churchill-laan-148-hs/?navigateSource=resultlist
Turnerstraat 17 I 1076 VB Amsterdam,42,,"€ 350,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40074422-turnerstraat-17-i/?navigateSource=resultlist
Boerhaaveplein 12 III 1091 AS Amsterdam,130,,"€ 685,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40072346-boerhaaveplein-12-iii/?navigateSource=resultlist
Jan Lievensstraat 56 I 1074 TS Amsterdam,54,,"€ 335,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40072248-jan-lievensstraat-56-i/?navigateSource=resultlist
Saxen-Weimarlaan 8 A 2 1075 CA Amsterdam,87,,"€ 735,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40071030-saxen-weimarlaan-8-a-2/?navigateSource=resultlist
Marcusstraat 85 1091 TJ Amsterdam,54,,"€ 420,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40070819-marcusstraat-85/?navigateSource=resultlist
Kromme-Mijdrechtstraat 51 - H 1079 KP Amsterdam,77,,"€ 535,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40079973-kromme-mijdrechtstraat-51-h/?navigateSource=resultlist
Gerrit van der Veenstraat 78 -2 1077 EK Amsterdam,124,,"€ 900,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40078077-gerrit-van-der-veenstraat-78-2/?navigateSource=resultlist
Koxhorn 10 I 1082 EV Amsterdam,108,,"€ 550,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40077484-koxhorn-10-i/?navigateSource=resultlist
Valeriusstraat 240 III 1075 GL Amsterdam,121,,"€ 820,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40076076-valeriusstraat-240-iii/?navigateSource=resultlist
Valeriusstraat 184 -hs 1075 GJ Amsterdam,130,,"€ 1,295,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40062109-valeriusstraat-184-hs/?navigateSource=resultlist
Sumatrastraat 149 C 1094 LW Amsterdam,66,,"€ 350,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40062682-sumatrastraat-149-c/?navigateSource=resultlist
Jacob van Lennepkade 80 -A 1053 MP Amsterdam,88,,"€ 475,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40055401-jacob-van-lennepkade-80-a/?navigateSource=resultlist
Henkenshage 2 A 1083 BX Amsterdam,95,,"€ 512,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40913893-henkenshage-2-a/?navigateSource=resultlist
Céramiquelaan 15 1031 KG Amsterdam,113,,"€ 735,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40912860-ceramiquelaan-15/?navigateSource=resultlist
Wiborgeiland 185 1014 ZC Amsterdam,68,,"€ 420,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-86373277-wiborgeiland-185/?navigateSource=resultlist
Spinozastraat 39 C 1018 HH Amsterdam,60,,"€ 460,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40917015-spinozastraat-39-c/?navigateSource=resultlist
Prinsengracht 485 D 1016 HP Amsterdam,164,,"€ 1,695,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40916048-prinsengracht-485-d/?navigateSource=resultlist
Jan de Jonghkade 21 1063 MH Amsterdam,96,,"€ 300,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40915408-jan-de-jonghkade-21/?navigateSource=resultlist
Prinsengracht 852 F 1017 JN Amsterdam,128,,"€ 1,550,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40903829-prinsengracht-852-f/?navigateSource=resultlist
Aalsmeerweg 37 2 1059 AB Amsterdam,57,,"€ 325,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40901536-aalsmeerweg-37-2/?navigateSource=resultlist
Sophialaan 27 -hs 1075 BL Amsterdam,263,,"€ 1,975,000 k.k.",9,https://www.funda.nl/en/koop/amsterdam/appartement-40900544-sophialaan-27-hs/?navigateSource=resultlist
Westerstraat 244 Boven 1015 MT Amsterdam,181,,"€ 1,195,000 k.k.",5,https://www.funda.nl/en/koop/amsterdam/appartement-40905030-westerstraat-244-boven/?navigateSource=resultlist
Alblasstraat 56 huis 1079 ZP Amsterdam,57,,"€ 389,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40992361-alblasstraat-56-huis/?navigateSource=resultlist
Keizersgracht 48 A 1015 CR Amsterdam,76,,"€ 699,500 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-86348672-keizersgracht-48-a/?navigateSource=resultlist
Jan van Eijckstraat 19 huis 1077 LG Amsterdam,240,,"€ 2,395,000 k.k.",6,https://www.funda.nl/en/koop/amsterdam/appartement-40988219-jan-van-eijckstraat-19-huis/?navigateSource=resultlist
Willemsparkweg 182 II 1071 HV Amsterdam,79,,"€ 699,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40974158-willemsparkweg-182-ii/?navigateSource=resultlist
Willem van Weldammelaan 125 * 1082 KT Amsterdam,197,,"€ 1,295,000 k.k.",4,https://www.funda.nl/en/koop/amsterdam/appartement-40842408-willem-van-weldammelaan-125/?navigateSource=resultlist
Blaeustraat 19 1012 ZK Amsterdam,67,,"€ 585,000 k.k.",2,https://www.funda.nl/en/koop/amsterdam/appartement-40848977-blaeustraat-19/?navigateSource=resultlist
Derde Kostverlorenkade 20 H 1054 TP Amsterdam,57,,"€ 425,000 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40836003-derde-kostverlorenkade-20-h/?navigateSource=resultlist
Waterlandplein 18 A 1024 LW Amsterdam,112,,"€ 498,800 k.k.",3,https://www.funda.nl/en/koop/amsterdam/appartement-40836767-waterlandplein-18-a/?navigateSource=resultlist
Honthorststraat 6 BV * 1071 DD Amsterdam,265,,"€ 3,125,000 k.k.",8,https://www.funda.nl/en/koop/amsterdam/appartement-40825139-honthorststraat-6-bv/?navigateSource=resultlist
Honthorststraat 6 bv 1071 DD Amsterdam,265,,"€ 3,125,000 k.k.",8,https://www.funda.nl/en/koop/amsterdam/appartement-40813400-honthorststraat-6-bv/?navigateSource=resultlist
