,address,living_area,price,rooms,url
287,Cornelis Lelylaan 93 I 1065 CM Amsterdam,74.0,300.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40006732-cornelis-lelylaan-93-i/?navigateSource=resultlist
288,Cornelis Anthoniszstraat 33 -1 1071 VP Amsterdam,110.0,860.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40098906-cornelis-anthoniszstraat-33-1/?navigateSource=resultlist
289,Pieter Lastmankade 6 bv 1075 KJ Amsterdam,225.0,1450.0,8.0,https://www.funda.nl/en/koop/amsterdam/appartement-40088279-pieter-lastmankade-6-bv/?navigateSource=resultlist
290,Kerkstraat 227 1017 GK Amsterdam,138.0,845.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40088522-kerkstraat-227/?navigateSource=resultlist
291,Suze Robertsonstraat 77 1062 BV Amsterdam,45.0,279.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-86435898-suze-robertsonstraat-77/?navigateSource=resultlist
292,Sophialaan 19 -E 1075 BL Amsterdam,73.0,750.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40075477-sophialaan-19-e/?navigateSource=resultlist
293,Haarlemmerweg 485 B 1055 PK Amsterdam,56.0,325.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86358229-haarlemmerweg-485-b/?navigateSource=resultlist
294,Gerrit van der Veenstraat 106 / III 1077 EM Amsterdam,163.0,1250.0,8.0,https://www.funda.nl/en/koop/amsterdam/appartement-40893601-gerrit-van-der-veenstraat-106-iii/?navigateSource=resultlist
295,Herengracht 78 ) 1015 BR Amsterdam,207.0,1875.0,8.0,https://www.funda.nl/en/koop/amsterdam/huis-40073003-herengracht-78/?navigateSource=resultlist
296,Singel 378 1016 AH Amsterdam,271.0,2000.0,9.0,https://www.funda.nl/en/koop/amsterdam/huis-40096703-singel-378/?navigateSource=resultlist
297,Raphaëlstraat 13 1077 PN Amsterdam,310.0,2950.0,9.0,https://www.funda.nl/en/koop/amsterdam/huis-40998797-raphaelstraat-13/?navigateSource=resultlist
298,Panamalaan 204 1019 AZ Amsterdam,123.0,565.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000122-panamalaan-204/?navigateSource=resultlist
299,Pieter Nieuwlandstraat 26 A 1093 XR Amsterdam,67.0,375.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40006580-pieter-nieuwlandstraat-26-a/?navigateSource=resultlist
300,Korte Leidsedwarsstraat 101 -2 1017 PX Amsterdam,102.0,585.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86469900-korte-leidsedwarsstraat-101-2/?navigateSource=resultlist
301,Van Nijenrodeweg 845 1082 JM Amsterdam,33.0,225.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40005630-van-nijenrodeweg-845/?navigateSource=resultlist
302,Ennemaborg 13 1082 SL Amsterdam,71.0,350.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40093389-ennemaborg-13/?navigateSource=resultlist
303,De Lairessestraat 142 B* 1075 HL Amsterdam,71.0,550.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40091267-de-lairessestraat-142-b/?navigateSource=resultlist
304,James Cookstraat 38 hs 1056 SB Amsterdam,59.0,375.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40091020-james-cookstraat-38-hs/?navigateSource=resultlist
305,Oostenburgerpark 46 1018 HT Amsterdam,42.0,230.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40099334-oostenburgerpark-46/?navigateSource=resultlist
306,Dusartstraat 33 II 1072 HN Amsterdam,38.0,285.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40099653-dusartstraat-33-ii/?navigateSource=resultlist
307,Derde Oosterparkstraat 2 G 1091 JX Amsterdam,97.0,625.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40098535-derde-oosterparkstraat-2-g/?navigateSource=resultlist
308,Ruyschstraat 7 II 1091 BP Amsterdam,72.0,570.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40097168-ruyschstraat-7-ii/?navigateSource=resultlist
309,Griseldestraat 29 hs 1055 AS Amsterdam,57.0,319.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40082368-griseldestraat-29-hs/?navigateSource=resultlist
310,Mauritskade 107 A 1093 RS Amsterdam,85.0,450.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40082932-mauritskade-107-a/?navigateSource=resultlist
311,Oudezijds Achterburgwal 149 III+IV 1012 DG Amsterdam,105.0,630.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40081341-oudezijds-achterburgwal-149-iii-iv/?navigateSource=resultlist
312,Vechtstraat 67 -3 1079 JA Amsterdam,73.0,450.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40081630-vechtstraat-67-3/?navigateSource=resultlist
313,Curaçaostraat 119 HS 1058 BT Amsterdam,82.0,600.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40081508-curacaostraat-119-hs/?navigateSource=resultlist
314,Hoofdweg 395 H 1056 CS Amsterdam,59.0,350.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40081576-hoofdweg-395-h/?navigateSource=resultlist
315,Hugo de Grootkade 62 1052 LW Amsterdam,123.0,600.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40089298-hugo-de-grootkade-62/?navigateSource=resultlist
316,Niersstraat 30 III 1078 VL Amsterdam,78.0,475.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40089771-niersstraat-30-iii/?navigateSource=resultlist
317,Leerdamhof 52 1108 BD Amsterdam,73.0,225.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86442206-leerdamhof-52/?navigateSource=resultlist
318,Hoendiepstraat 33 hs 1079 LS Amsterdam,72.0,465.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40086615-hoendiepstraat-33-hs/?navigateSource=resultlist
319,Van Rensselaerstraat 9 II 1058 XR Amsterdam,50.0,300.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-86440003-van-rensselaerstraat-9-ii/?navigateSource=resultlist
320,Vossiusstraat 44 II 1071 AJ Amsterdam,184.0,1650.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40074933-vossiusstraat-44-ii/?navigateSource=resultlist
321,Prinsengracht 777 d 1017 JZ Amsterdam,92.0,1000.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86428044-prinsengracht-777-d/?navigateSource=resultlist
322,Herculesstraat 74 C 1076 SR Amsterdam,77.0,549.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40927446-herculesstraat-74-c/?navigateSource=resultlist
323,Memeleiland 152 1014 ZL Amsterdam,100.0,675.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40903776-memeleiland-152/?navigateSource=resultlist
324,Memeleiland 152 * 1014 ZL Amsterdam,100.0,725.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40903627-memeleiland-152/?navigateSource=resultlist
325,Eerste Helmersstraat 48 4V 1054 DJ Amsterdam,48.0,399.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40996540-eerste-helmersstraat-48-4v/?navigateSource=resultlist
326,Pieter Cornelisz. Hooftstraat 155 I 1071 BT Amsterdam,52.0,549.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40984141-pieter-cornelisz-hooftstraat-155-i/?navigateSource=resultlist
327,Amstelveenseweg 94 A* 1075 XJ Amsterdam,69.0,625.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40980389-amstelveenseweg-94-a/?navigateSource=resultlist
328,Leidsegracht 115 II 1017 ND Amsterdam,88.0,675.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40848854-leidsegracht-115-ii/?navigateSource=resultlist
329,Kromme Waal 20 A 1011 BT Amsterdam,121.0,730.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40847015-kromme-waal-20-a/?navigateSource=resultlist
330,Cornelis Krusemanstraat 23 2+3 1075 NC Amsterdam,234.0,1575.0,9.0,https://www.funda.nl/en/koop/amsterdam/appartement-40832021-cornelis-krusemanstraat-23-2-3/?navigateSource=resultlist
331,Cornelis Krusemanstraat 23 2 1075 NC Amsterdam,83.0,600.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40832017-cornelis-krusemanstraat-23-2/?navigateSource=resultlist
332,Joos Banckersplantsoen 31 (4) 1056 LC Amsterdam,111.0,575.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40832612-joos-banckersplantsoen-31-4/?navigateSource=resultlist
333,Entrepotdok 144 1018 AD Amsterdam,257.0,2100.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40835885-entrepotdok-144/?navigateSource=resultlist
334,Derde Oosterparkstraat 334 1092 SC Amsterdam,85.0,499.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40820733-derde-oosterparkstraat-334/?navigateSource=resultlist
335,Prinsengracht 341 III 1016 HK Amsterdam,53.0,450.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40681997-prinsengracht-341-iii/?navigateSource=resultlist
336,Oudaen 35 1081 BB Amsterdam,168.0,750.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40008628-oudaen-35/?navigateSource=resultlist
337,Frankenstraat 29 1060 SE Amsterdam,114.0,450.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40090038-frankenstraat-29/?navigateSource=resultlist
338,Ertskade 147 1019 ED Amsterdam,115.0,675.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40098417-ertskade-147/?navigateSource=resultlist
339,Zwanebloemlaan 314 1087 KE Amsterdam,140.0,640.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40082931-zwanebloemlaan-314/?navigateSource=resultlist
340,Soetendaal 73 1081 BN Amsterdam,171.0,850.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40089255-soetendaal-73/?navigateSource=resultlist
341,Buiksloterdijk 235 1025 WE Amsterdam,61.0,525.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40089199-buiksloterdijk-235/?navigateSource=resultlist
342,Rubensstraat 73 1077 ML Amsterdam,316.0,2600.0,12.0,https://www.funda.nl/en/koop/amsterdam/huis-40075449-rubensstraat-73/?navigateSource=resultlist
343,Buiten Brouwersstraat 16 1013 GK Amsterdam,313.0,1750.0,10.0,https://www.funda.nl/en/koop/amsterdam/huis-40900864-buiten-brouwersstraat-16/?navigateSource=resultlist
344,H. Stolleplantsoen 7 1022 KK Amsterdam,155.0,550.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40995691-h-stolleplantsoen-7/?navigateSource=resultlist
345,IJburglaan 295 1086 ZJ Amsterdam,156.0,650.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40605304-ijburglaan-295/?navigateSource=resultlist
346,Weerdestein 53 1083 GC Amsterdam,108.0,595.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000032-weerdestein-53/?navigateSource=resultlist
347,Wingerdweg 221 1032 AH Amsterdam,74.0,300.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000088-wingerdweg-221/?navigateSource=resultlist
348,Catharina van Rennesstraat 9 I 1077 KW Amsterdam,111.0,625.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000894-catharina-van-rennesstraat-9-i/?navigateSource=resultlist
349,Tugelaweg 150 1091 VX Amsterdam,79.0,435.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000525-tugelaweg-150/?navigateSource=resultlist
350,Schimmelstraat 41 G 1053 TC Amsterdam,81.0,550.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008191-schimmelstraat-41-g/?navigateSource=resultlist
351,Rozenstraat 176 hs 1016 PA Amsterdam,112.0,750.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008945-rozenstraat-176-hs/?navigateSource=resultlist
352,Blasiusstraat 64 -1 1091 CV Amsterdam,63.0,375.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40007842-blasiusstraat-64-1/?navigateSource=resultlist
353,Churchill-laan 123 -1 1078 DN Amsterdam,103.0,625.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40007608-churchill-laan-123-1/?navigateSource=resultlist
354,Achillesstraat 111 I 1076 RA Amsterdam,54.0,375.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40006041-achillesstraat-111-i/?navigateSource=resultlist
355,Eerste Kostverlorenkade 7 III 1052 EL Amsterdam,104.0,599.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40006516-eerste-kostverlorenkade-7-iii/?navigateSource=resultlist
356,Korte Prinsengracht 53 1013 GP Amsterdam,78.0,475.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40005016-korte-prinsengracht-53/?navigateSource=resultlist
357,Zeilstraat 58 III 1075 SK Amsterdam,131.0,799.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40094451-zeilstraat-58-iii/?navigateSource=resultlist
358,Marnixkade 68 I 1015 XX Amsterdam,51.0,325.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40091052-marnixkade-68-i/?navigateSource=resultlist
359,Minervalaan 78 II 1077 PJ Amsterdam,130.0,1000.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40090655-minervalaan-78-ii/?navigateSource=resultlist
360,Kinkerstraat 364 II 1053 GG Amsterdam,46.0,325.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40099268-kinkerstraat-364-ii/?navigateSource=resultlist
361,Marco Polostraat 85 II+III 1057 WG Amsterdam,122.0,575.0,7.0,https://www.funda.nl/en/koop/amsterdam/appartement-40099991-marco-polostraat-85-ii-iii/?navigateSource=resultlist
362,Beethovenstraat 103 d 1077 HW Amsterdam,124.0,875.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40098998-beethovenstraat-103-d/?navigateSource=resultlist
363,Fritz Dietrich Kahlenbergstraat 29 1087 MS Amsterdam,95.0,390.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40097929-fritz-dietrich-kahlenbergstraat-29/?navigateSource=resultlist
364,Hunzestraat 131 H 1079 VZ Amsterdam,94.0,650.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40097982-hunzestraat-131-h/?navigateSource=resultlist
365,Anjeliersstraat 420 1015 NL Amsterdam,37.0,299.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40095877-anjeliersstraat-420/?navigateSource=resultlist
366,Nova Zemblastraat 12 D 1013 RK Amsterdam,140.0,700.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40084804-nova-zemblastraat-12-d/?navigateSource=resultlist
367,Pijnackerstraat 6 2 1072 JT Amsterdam,64.0,400.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40084567-pijnackerstraat-6-2/?navigateSource=resultlist
368,Haarlemmerdijk 104 A 1013 JH Amsterdam,95.0,600.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40083351-haarlemmerdijk-104-a/?navigateSource=resultlist
369,Rooseveltlaan 119 I 1079 AJ Amsterdam,124.0,750.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40083650-rooseveltlaan-119-i/?navigateSource=resultlist
370,Conradstraat 116 I 1018 NL Amsterdam,42.0,275.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40083521-conradstraat-116-i/?navigateSource=resultlist
371,Vrijheidslaan 16 -III 1078 PJ Amsterdam,82.0,500.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40088445-vrijheidslaan-16-iii/?navigateSource=resultlist
372,Ferguutstraat 1 1 1055 SV Amsterdam,52.0,335.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40088443-ferguutstraat-1-1/?navigateSource=resultlist
373,Rustenburgerstraat 154 III+IV 1073 GJ Amsterdam,111.0,700.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40087369-rustenburgerstraat-154-iii-iv/?navigateSource=resultlist
374,Dintelstraat 95 II 1079 BB Amsterdam,100.0,645.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40086162-dintelstraat-95-ii/?navigateSource=resultlist
375,Kanteel 14 1083 DA Amsterdam,100.0,485.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40086452-kanteel-14/?navigateSource=resultlist
376,Johannes Vermeerstraat 53 III/IV 1071 DM Amsterdam,132.0,1100.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40085346-johannes-vermeerstraat-53-iii-iv/?navigateSource=resultlist
377,Rubensstraat 104 3 1077 NC Amsterdam,168.0,1300.0,6.0,https://www.funda.nl/en/koop/amsterdam/appartement-40085138-rubensstraat-104-3/?navigateSource=resultlist
378,Beethovenstraat 105 B 1077 HX Amsterdam,122.0,895.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40073306-beethovenstraat-105-b/?navigateSource=resultlist
379,Het Laagt 248 1025 GN Amsterdam,69.0,275.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40073755-het-laagt-248/?navigateSource=resultlist
380,Eerste Van Swindenstraat 88 A 1093 GJ Amsterdam,59.0,300.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40078233-eerste-van-swindenstraat-88-a/?navigateSource=resultlist
381,Prinsengracht 866 1017 JN Amsterdam,120.0,1150.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40078129-prinsengracht-866/?navigateSource=resultlist
382,Nicolaas Maesstraat 75 C 1071 PS Amsterdam,80.0,725.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40078749-nicolaas-maesstraat-75-c/?navigateSource=resultlist
383,Nicolaas Maesstraat 75 B 1071 PS Amsterdam,84.0,760.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40078705-nicolaas-maesstraat-75-b/?navigateSource=resultlist
384,Marcantilaan 417 1051 NL Amsterdam,42.0,325.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40076264-marcantilaan-417/?navigateSource=resultlist
385,Millingenhof 352 1106 KX Amsterdam,70.0,195.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40075932-millingenhof-352/?navigateSource=resultlist
386,Sophialaan 19 -D 1075 BL Amsterdam,70.0,750.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40075476-sophialaan-19-d/?navigateSource=resultlist
387,Stadionweg 98 4 1077 SR Amsterdam,138.0,1050.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40064898-stadionweg-98-4/?navigateSource=resultlist
388,Pieter Jacobszstraat 8 F 1012 HL Amsterdam,104.0,670.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40063519-pieter-jacobszstraat-8-f/?navigateSource=resultlist
389,Brouwersgracht 879 1015 GK Amsterdam,81.0,650.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40060658-brouwersgracht-879/?navigateSource=resultlist
390,Zeeburgerdijk 764 1095 LG Amsterdam,120.0,560.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40068177-zeeburgerdijk-764/?navigateSource=resultlist
391,Herengracht 47 2 1015 BB Amsterdam,186.0,1700.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40914984-herengracht-47-2/?navigateSource=resultlist
392,Barcelonaplein 179 1019 LX Amsterdam,176.0,850.0,7.0,https://www.funda.nl/en/koop/amsterdam/appartement-40914602-barcelonaplein-179/?navigateSource=resultlist
393,Fannius Scholtenstraat 61 A 1051 EV Amsterdam,93.0,575.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40913229-fannius-scholtenstraat-61-a/?navigateSource=resultlist
394,Vossiusstraat 53 F 1071 AK Amsterdam,83.0,850.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40912077-vossiusstraat-53-f/?navigateSource=resultlist
395,Admiraal De Ruijterweg 355 II 1055 MA Amsterdam,76.0,350.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86376514-admiraal-de-ruijterweg-355-ii/?navigateSource=resultlist
396,Oudezijds Achterburgwal 117 1012 DD Amsterdam,121.0,800.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40919365-oudezijds-achterburgwal-117/?navigateSource=resultlist
397,Amstelveenseweg 94 A 1075 XJ Amsterdam,69.0,565.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40992535-amstelveenseweg-94-a/?navigateSource=resultlist
398,Keizersgracht 644 B 1017 ES Amsterdam,84.0,725.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40986126-keizersgracht-644-b/?navigateSource=resultlist
399,Johannes Verhulststraat 205 2 1075 HA Amsterdam,68.0,550.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40823766-johannes-verhulststraat-205-2/?navigateSource=resultlist
400,Nieuwe Uilenburgerstraat 9 -E 1011 LM Amsterdam,75.0,550.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40827421-nieuwe-uilenburgerstraat-9-e/?navigateSource=resultlist
401,Eva Besnyöstraat 587 1087 LM Amsterdam,120.0,525.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-40092392-eva-besnyostraat-587/?navigateSource=resultlist
402,Hoofdweg 14 1058 BC Amsterdam,246.0,1600.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40921863-hoofdweg-14/?navigateSource=resultlist
403,Kadoelenweg 223 1035 NH Amsterdam,139.0,950.0,6.0,https://www.funda.nl/en/koop/amsterdam/huis-40919488-kadoelenweg-223/?navigateSource=resultlist
404,Amsteldijk 292 1079 LL Amsterdam,147.0,1995.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-86293774-amsteldijk-292/?navigateSource=resultlist
405,'t Voorwerf 13 1027 AG Amsterdam,364.0,1500.0,9.0,https://www.funda.nl/en/koop/amsterdam/huis-40627229-t-voorwerf-13/?navigateSource=resultlist
406,Pontanusstraat 4 -C 1093 RV Amsterdam,66.0,375.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000806-pontanusstraat-4-c/?navigateSource=resultlist
407,Beverenstraat 1 1066 WD Amsterdam,118.0,425.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40000698-beverenstraat-1/?navigateSource=resultlist
408,Stuyvesantstraat 32 I 1058 AM Amsterdam,51.0,300.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-86462895-stuyvesantstraat-32-i/?navigateSource=resultlist
409,Van Tuyll van Serooskerkenweg 51 III 1076 JD Amsterdam,66.0,500.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008223-van-tuyll-van-serooskerkenweg-51-iii/?navigateSource=resultlist
410,Hoofdweg 937 1055 SC Amsterdam,95.0,500.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008003-hoofdweg-937/?navigateSource=resultlist
411,Orteliusstraat 329 III 1056 PA Amsterdam,36.0,250.0,1.0,https://www.funda.nl/en/koop/amsterdam/appartement-40008883-orteliusstraat-329-iii/?navigateSource=resultlist
412,Derde Weteringdwarsstraat 44 1017 TC Amsterdam,110.0,250.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40091658-derde-weteringdwarsstraat-44/?navigateSource=resultlist
413,Gillis van Ledenberchstraat 34 E 1052 VH Amsterdam,175.0,950.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40090325-gillis-van-ledenberchstraat-34-e/?navigateSource=resultlist
414,Sumatrastraat 41 B 1094 LN Amsterdam,77.0,550.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40090158-sumatrastraat-41-b/?navigateSource=resultlist
415,Jan Bernardusstraat 20 II-R 1091 TT Amsterdam,30.0,250.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40099194-jan-bernardusstraat-20-ii-r/?navigateSource=resultlist
416,IJburglaan 763 1087 CH Amsterdam,85.0,350.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40098109-ijburglaan-763/?navigateSource=resultlist
417,Prinsengracht 709 D 1017 JW Amsterdam,106.0,1150.0,2.0,https://www.funda.nl/en/koop/amsterdam/appartement-40096186-prinsengracht-709-d/?navigateSource=resultlist
418,Wedderborg 77 1082 SW Amsterdam,67.0,365.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40095168-wedderborg-77/?navigateSource=resultlist
419,Schoorlstraat 1 1024 PM Amsterdam,65.0,250.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40082015-schoorlstraat-1/?navigateSource=resultlist
420,De Wittenkade 67 IV 1052 AE Amsterdam,46.0,355.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40082737-de-wittenkade-67-iv/?navigateSource=resultlist
421,Van Spilbergenstraat 82 hs 1057 RL Amsterdam,75.0,499.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40080375-van-spilbergenstraat-82-hs/?navigateSource=resultlist
422,Pieter Calandlaan 431 V+VI 1068 NL Amsterdam,82.0,250.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40088521-pieter-calandlaan-431-v-vi/?navigateSource=resultlist
423,Uiterwaardenstraat 338 I 1079 DC Amsterdam,67.0,400.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40087657-uiterwaardenstraat-338-i/?navigateSource=resultlist
424,Catharina van Rennesstraat 7 3 1077 KW Amsterdam,108.0,600.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40086127-catharina-van-rennesstraat-7-3/?navigateSource=resultlist
425,Beethovenstraat 196 2 1077 JZ Amsterdam,164.0,875.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40078296-beethovenstraat-196-2/?navigateSource=resultlist
426,Maria Austriastraat 41 1087 EK Amsterdam,93.0,375.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40056193-maria-austriastraat-41/?navigateSource=resultlist
427,Oudezijds Voorburgwal 98 B 1012 GH Amsterdam,135.0,850.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40918171-oudezijds-voorburgwal-98-b/?navigateSource=resultlist
428,Korte Leidsedwarsstraat 139 bv 1017 PZ Amsterdam,192.0,1175.0,6.0,https://www.funda.nl/en/koop/amsterdam/appartement-40982195-korte-leidsedwarsstraat-139-bv/?navigateSource=resultlist
429,Minervalaan 52 II 1077 PC Amsterdam,122.0,995.0,4.0,https://www.funda.nl/en/koop/amsterdam/appartement-40849734-minervalaan-52-ii/?navigateSource=resultlist
430,Korte Prinsengracht 16 II 1013 GS Amsterdam,180.0,1290.0,3.0,https://www.funda.nl/en/koop/amsterdam/appartement-40825695-korte-prinsengracht-16-ii/?navigateSource=resultlist
431,Warmoesstraat 10 -4 1012 JD Amsterdam,229.0,1200.0,5.0,https://www.funda.nl/en/koop/amsterdam/appartement-40892883-warmoesstraat-10-4/?navigateSource=resultlist
432,Liergouw 62 1026 BW Amsterdam,394.0,1800.0,12.0,https://www.funda.nl/en/koop/amsterdam/huis-40896590-liergouw-62/?navigateSource=resultlist
433,Cosmariumstraat 6 1035 VT Amsterdam,85.0,275.0,4.0,https://www.funda.nl/en/koop/amsterdam/huis-40000084-cosmariumstraat-6/?navigateSource=resultlist
434,John Campbellstraat 8 1086 ZT Amsterdam,220.0,750.0,7.0,https://www.funda.nl/en/koop/amsterdam/huis-40097479-john-campbellstraat-8/?navigateSource=resultlist
435,Amstel 13 1011 PT Amsterdam,145.0,1500.0,5.0,https://www.funda.nl/en/koop/amsterdam/huis-86425604-amstel-13/?navigateSource=resultlist
436,Fokke Simonszstraat 18 1 1017 TG Amsterdam,32.0,239.0,1.0,https://www.funda.nl/en/koop/amsterdam/appartement-86464717-fokke-simonszstraat-18-1/?navigateSource=resultlist
